name	state	pop2000	pop2010	fed_spend	poverty	homeownership	multiunit	income	med_income
Burt County	Nebraska	7791	6858	11.3801399825022	9.9	74.3	7.4	23302	43817
Butler County	Nebraska	8767	8395	8.18165574746873	9.1	75.3	5.1	22494	44595
Cass County	Nebraska	24334	25241	7.90337149875203	4.7	82.6	6.3	27584	62039
Cedar County	Nebraska	9615	8852	9.01863985539991	10.6	81	6	20595	40497
Chase County	Nebraska	4068	3966	11.2831568330812	14	75.8	8.6	22730	38314
Cherry County	Nebraska	6148	5713	7.78120077017329	7.8	65.9	7.9	22601	43431
Cheyenne County	Nebraska	9830	9998	8.30526105221044	9.8	70.1	14.7	26983	49493
Clay County	Nebraska	7039	6542	10.2936410883522	8.3	77.2	9.3	21147	42909
Colfax County	Nebraska	10441	10515	7.21274369947694	11	80.8	10.1	20872	48133
Cuming County	Nebraska	10203	9139	8.24729182623919	12.3	75	5.9	22783	44278
Custer County	Nebraska	11793	10939	9.83545113812963	10	77.1	8.1	21685	42364
Dakota County	Nebraska	20253	21006	4.89798152908693	15.5	67.2	19.5	19048	43729
Dawes County	Nebraska	9060	9182	7.62753212807667	22.7	63.2	17.6	18573	34937
Dawson County	Nebraska	24365	24326	8.09615226506618	14.2	71.8	12.3	19384	41830
Deuel County	Nebraska	2098	1941	17.1092220504894	14.3	78.3	2.9	23758	37148
Dixon County	Nebraska	6339	6000	9.3305	10.3	77.1	7.6	20478	42388
Dodge County	Nebraska	36160	36691	7.04229920143904	13.1	66.7	16.8	22049	42849
Douglas County	Nebraska	463585	517110	7.94314169132293	13.1	64.4	26.9	28092	51878
Dundy County	Nebraska	2292	2008	17.109561752988	11.3	79.1	7.6	24701	37031
Fillmore County	Nebraska	6634	5890	10.0118845500849	11.7	77.3	7.1	21990	43167
Franklin County	Nebraska	3574	3225	11.4604651162791	15.7	80.4	1.9	19764	37220
Frontier County	Nebraska	3099	2756	11.6030478955007	12.6	75.6	3.6	22374	42009
Furnas County	Nebraska	5324	4959	12.9278080258117	15.1	78.5	8.7	21644	37938
Gage County	Nebraska	22993	22311	8.61503294339115	12.7	72.7	13.7	21619	43311
Garden County	Nebraska	2292	2057	16.2780748663102	13.4	68.3	6.6	19740	32962
Garfield County	Nebraska	1902	2049	8.25915080527086	13.4	79.4	5.3	19235	38709
Gosper County	Nebraska	2143	2044	11.4001956947162	11.4	76.8	1.6	23132	41442
Grant County	Nebraska	747	614	6.83387622149837	17.4	62.8	4.7	20518	39261
Greeley County	Nebraska	2714	2538	9.8983451536643	12.3	82.7	5.1	19235	41181
Hall County	Nebraska	53534	58607	7.23877693790844	11.2	66.9	19.4	22552	46138
Hamilton County	Nebraska	9403	9124	7.84381850065761	8.9	77	11.5	23240	50702
Harlan County	Nebraska	3786	3423	11.0747881974876	10.3	82.2	3.6	25050	44656
Hayes County	Nebraska	1068	967	16.5573940020683	9.6	70.2	2.3	21977	45595
Hitchcock County	Nebraska	3111	2908	11.9632049518569	13	76.5	3.7	20853	35549
Holt County	Nebraska	11551	10435	11.6479156684236	7.8	75.7	5.6	22498	43452
Hooker County	Nebraska	783	736	7.82472826086957	6.6	84.7	2.9	21197	38750
Howard County	Nebraska	6567	6274	8.1015301243226	9.9	78.3	5.4	22325	45453
Jefferson County	Nebraska	8333	7547	10.6344242745462	12.5	80.1	6.6	21976	42665
Johnson County	Nebraska	4488	5217	7.99674142227334	14.5	75.4	9.9	17606	42083
Kearney County	Nebraska	6882	6489	9.13638465094776	9.1	79.4	6.4	27227	54518
Keith County	Nebraska	8875	8368	8.22454588910134	9.2	73	8.9	25315	42898
Keya Paha County	Nebraska	983	824	9.02427184466019	22.7	83.8	3.2	20691	32000
Kimball County	Nebraska	4089	3821	13.2394661083486	10.5	70.8	8.6	22263	42010
Knox County	Nebraska	9374	8701	11.2628433513389	13.7	75.4	6	19894	36798
Lancaster County	Nebraska	250291	285407	9.48382485363008	13.8	62.1	30.3	25949	50849
Lincoln County	Nebraska	34632	36288	8.29706790123457	10.1	68.3	14.8	25319	45181
Logan County	Nebraska	774	763	11.2463958060288	5.6	68.1	0	22320	45192
Loup County	Nebraska	712	632	9.37974683544304	19.1	85.1	0	20004	34219
McPherson County	Nebraska	533	539	8.69016697588126	8.3	58.8	6.7	21000	50625
Madison County	Nebraska	35226	34876	7.39714990251176	11.9	67.9	20.6	22157	44089
Merrick County	Nebraska	8204	7845	8.99604843849586	10.7	73.3	5	21819	46116
Morrill County	Nebraska	5440	5042	8.15807219357398	15	67.7	5.1	21367	37717
Nance County	Nebraska	4038	3735	10.3807228915663	9.8	76	8	21457	41610
Nemaha County	Nebraska	7576	7248	9.74544701986755	13.7	71.2	13.9	22151	42534
Nuckolls County	Nebraska	5057	4500	11.1615555555556	18	79.7	5.7	20299	31761
Otoe County	Nebraska	15396	15740	7.51226175349428	12	73.9	9.9	23773	47493
Pawnee County	Nebraska	3087	2773	12.4803461954562	12.9	78.2	4.2	21865	41969
Perkins County	Nebraska	3200	2970	13.9814814814815	5.9	73.3	6.2	23542	47000
Phelps County	Nebraska	9747	9188	8.7202873313017	10.6	74.6	12.6	23951	45221
Pierce County	Nebraska	7857	7266	7.79933938893477	8.2	82.6	5	21419	48318
Platte County	Nebraska	31662	32237	6.06722089524459	8	73.8	15.5	23358	49523
Polk County	Nebraska	5639	5406	8.47299297077321	6.9	75.1	5.9	23831	48444
Red Willow County	Nebraska	11448	11055	8.47137042062415	10.3	69.6	12.4	21246	41927
Richardson County	Nebraska	9531	8363	11.0277412411814	14.2	76.3	7	20516	35165
Rock County	Nebraska	1756	1526	9.37418086500655	9.6	85.1	3.4	23871	39159
Saline County	Nebraska	13843	14200	10.1054225352113	12	66.8	14.4	20431	45469
Sarpy County	Nebraska	122595	158840	9.05608159153866	5.7	72.4	18.4	29212	68280
Saunders County	Nebraska	19830	20780	7.94230028873917	7.2	82.8	7.9	26898	57699
Scotts Bluff County	Nebraska	36951	36970	8.51209088450095	15.1	65.5	16.2	21212	39004
Seward County	Nebraska	16496	16750	5.63653731343284	7	73.1	13.5	26386	55877
Sheridan County	Nebraska	6198	5469	9.01737063448528	16.5	69.9	4.6	20066	33608
Sherman County	Nebraska	3318	3152	11.9641497461929	15.3	84.7	3	20900	38631
Sioux County	Nebraska	1475	1311	5.30892448512586	9.4	71.7	0	25824	42386
Stanton County	Nebraska	6455	6129	5.89117311143743	11	78	4.8	23018	47713
Thayer County	Nebraska	6055	5228	10.9364957918898	12.1	82.6	5.5	21648	39159
Thomas County	Nebraska	729	647	28.2982998454405	9.7	77.1	1	31499	48250
Thurston County	Nebraska	7171	6940	15.3678674351585	29.1	65.6	7.8	15686	39048
Valley County	Nebraska	4647	4260	11.7556338028169	16.1	77.4	10.7	21058	38588
Washington County	Nebraska	18780	20234	5.48453098744687	4.4	81.5	12	27884	61940
Wayne County	Nebraska	9851	9595	5.88504429390307	15.7	70	12.6	19681	45000
Webster County	Nebraska	4061	3812	11.8866736621196	15	75.7	5.8	18906	38015
Wheeler County	Nebraska	886	818	13.7982885085575	12.8	68.2	1.5	20614	37222
York County	Nebraska	14598	13665	7.56633735821442	7	76.2	13	25412	47689
Churchill County	Nevada	23982	24877	15.784017365438	8.8	64.5	16.9	22997	51597
Clark County	Nevada	1375765	1951269	5.81837665642205	11.7	58.2	32.3	27422	56258
Douglas County	Nevada	41259	46997	5.28372023746197	7.9	76.2	11.4	35239	60721
Elko County	Nevada	45291	48818	4.84315211602278	7.1	71.1	15.9	26879	67038
Esmeralda County	Nevada	971	783	13.5657726692209	11.2	64.7	17	34571	39712
Eureka County	Nevada	1651	1987	4.12279818822345	16.2	73.1	6.7	30306	61400
Humboldt County	Nevada	16106	16528	6.54646660212972	12	72.4	9.4	25965	55656
Lander County	Nevada	5794	5775	7.16277056277056	12.2	72.1	4.4	25287	66525
Lincoln County	Nevada	4165	5345	11.4707202993452	10.6	71.5	4.8	18148	44695
Lyon County	Nevada	34501	51980	5.5471527510581	12.8	72.2	9.5	21041	48433
Mineral County	Nevada	5071	4772	21.3916596814753	19.1	78.1	12.2	23226	35446
Nye County	Nevada	32485	43946	7.684999772448	18.9	71.8	9.1	22687	41181
Pershing County	Nevada	6693	6753	9.51221679253665	13.7	70.5	10.4	17519	56491
Storey County	Nevada	3399	4010	2.58728179551122	5.6	90.2	1.2	31079	61525
Washoe County	Nevada	339486	421407	7.90876278751895	12.6	60.2	29	29687	55658
White Pine County	Nevada	9181	10030	8.00568295114656	15.5	76.6	6	21615	48545
Carson City	Nevada	52457	55274	26.5906393602779	14	62.3	25.1	27568	52067
Belknap County	New Hampshire	56325	60088	7.57354213819731	8.6	76.9	17.4	28517	54929
Carroll County	New Hampshire	43666	47818	7.08174745911581	9.6	80.6	16.7	28411	49897
Cheshire County	New Hampshire	73825	77117	6.30759754658506	10	71.5	22.6	27045	53828
Coos County	New Hampshire	33111	33055	9.57718953259719	12.1	71.5	22.2	22976	41534
Grafton County	New Hampshire	81743	89118	9.90547364168855	9.8	70.8	21.9	28170	53075
Hillsborough County	New Hampshire	380841	400721	9.19547515603125	7.2	69	34.2	33108	69321
Merrimack County	New Hampshire	136225	146445	11.4629929325003	8.1	72	25.3	30544	63012
Rockingham County	New Hampshire	277359	295223	7.24121765580595	4.7	78.6	22.1	35889	75825
Strafford County	New Hampshire	112233	123143	6.56466871848176	11.3	67.2	29.4	28059	57809
Sullivan County	New Hampshire	40458	43742	9.16579031594349	10	73.7	20.8	26322	50689
Atlantic County	New Jersey	252552	274549	8.23573933978998	11.8	70.7	31.8	27247	54766
Bergen County	New Jersey	884118	905116	6.09585069759014	5.8	67.5	40.8	42006	81708
Burlington County	New Jersey	423394	448734	12.063193339484	5.5	79	18.3	34802	76258
Camden County	New Jersey	508932	513657	8.75924206231006	11.2	69.7	25.7	29478	60976
Cape May County	New Jersey	102326	97265	11.1568601244024	9.2	74.3	28.5	33571	54292
Cumberland County	New Jersey	146438	156898	7.96026080638376	15.5	67.4	20.4	21883	50651
Essex County	New Jersey	793633	783969	10.8568221447532	14.6	47.2	60.5	31535	55125
Gloucester County	New Jersey	254673	288288	5.5677620990121	7.1	80.9	17.7	31210	72664
Hudson County	New Jersey	608975	634266	7.70152743486171	15.1	34.3	83.7	31024	55275
Hunterdon County	New Jersey	121989	128349	4.62237337260127	4	85.6	14.3	48489	100980
Mercer County	New Jersey	350761	366513	18.8545726890997	10.1	67.9	30	36016	71217
Middlesex County	New Jersey	750162	809858	6.15291693111632	7.4	67	34.5	33289	77615
Monmouth County	New Jersey	615301	630380	10.9453488372093	6.3	75.9	25.1	40976	82265
Morris County	New Jersey	470212	492276	6.60104087950662	4	76.6	25	47342	96747
Ocean County	New Jersey	510916	576567	7.95199864022741	9	82.4	13	29826	59620
Passaic County	New Jersey	489049	501226	7.33803713295001	15.1	55.3	53.2	26095	54944
Salem County	New Jersey	64285	66083	7.48478428642767	10.1	74.2	17.9	27296	59441
Somerset County	New Jersey	297490	323444	4.95526891826715	3.6	79.7	25.6	47067	97440
Sussex County	New Jersey	144166	149265	4.82738753224132	4.8	84.8	13.7	35982	83089
Union County	New Jersey	522541	536499	6.78063519223708	9.1	61.5	43.6	34096	66791
Warren County	New Jersey	102437	108692	6.88584256431016	6.8	75.8	19.8	32985	71364
Bernalillo County	New Mexico	556678	662564	14.4420961597672	15.6	64.6	24.6	26143	47481
Catron County	New Mexico	3543	3725	10.4386577181208	15.3	86.1	0.2	20895	31914
Chaves County	New Mexico	61382	65645	7.89062380988651	21	69.3	9.7	18504	37524
Cibola County	New Mexico	25595	27213	6.52570462646529	24	68.3	8	14712	37361
Colfax County	New Mexico	14189	13750	11.2109090909091	17.2	68.1	10.8	21047	39216
Curry County	New Mexico	45044	48376	13.8602406151811	20.1	61.4	14.7	19925	38090
DeBaca County	New Mexico	2240	2022	15.690900098912	21.6	79.5	6.2	20769	30643
Dona Ana County	New Mexico	174682	209233	9.37058207835284	24.5	65.5	18	18315	36657
Eddy County	New Mexico	51658	53829	16.4700997603522	13.6	74.7	10.3	24587	46583
Grant County	New Mexico	31002	29514	9.81490140272413	14.8	77	7.7	21164	36591
Guadalupe County	New Mexico	4680	4687	13.5062940046938	28.2	77.5	6.2	13710	28488
Harding County	New Mexico	810	695	11.3870503597122	19.1	91.3	1.4	14684	33750
Hidalgo County	New Mexico	5932	4894	18.5083776052309	22.6	69.1	5.4	17451	36733
Lea County	New Mexico	55511	64727	6.04506620112163	17.7	71	9.3	19637	43910
Lincoln County	New Mexico	19411	20497	7.13397082499878	12.9	77.5	10.4	24290	43750
Los Alamos County	New Mexico	18343	17950	146.759944289694	2.4	77.2	21.5	49474	103643
Luna County	New Mexico	25016	25095	9.07607093046424	32.8	69.5	9	15687	27997
McKinley County	New Mexico	74798	71492	12.3763777765344	33.4	73.4	7.3	12932	31335
Mora County	New Mexico	5180	4881	14.8922351977054	11.9	83.6	0.8	22035	37784
Otero County	New Mexico	62298	63797	12.4106776180698	20	67.6	8.9	19255	39615
Quay County	New Mexico	10155	9041	14.1117133060502	21.1	74.1	6	18234	28773
Rio Arriba County	New Mexico	41190	40246	11.3880634100283	19.7	79.8	3.4	19913	41437
Roosevelt County	New Mexico	18018	19846	8.5666633074675	22.8	63	11.5	16933	37762
Sandoval County	New Mexico	89908	131561	5.15259081338695	11.4	81.3	6.3	25979	57158
San Juan County	New Mexico	113801	130044	7.18616006889976	20.8	73.9	8.1	20725	46189
San Miguel County	New Mexico	30126	29393	13.2692137583778	24.8	66.8	8.2	18508	32213
Santa Fe County	New Mexico	129292	144170	14.1842408268017	14.4	71.2	16.9	32188	52696
Sierra County	New Mexico	13270	11988	12.9130797464131	22.5	78.3	6.2	16667	25583
Socorro County	New Mexico	18078	17866	11.8508899585805	26.8	74	8.4	17801	33284
Taos County	New Mexico	29979	32937	9.58065397577193	17	73.2	12.5	22145	35441
Torrance County	New Mexico	16911	16383	6.98553378502106	19.4	82.2	2.3	17278	37117
Union County	New Mexico	4174	4549	9.77093866783909	9.8	73.7	1.6	19228	39975
Valencia County	New Mexico	66152	76569	6.28174587626846	19.4	79.6	5.3	19955	42044
Albany County	New York	294565	304204	37.9693560899922	12.6	58.9	43.7	30863	56090
Allegany County	New York	49927	48946	7.06633841376211	16.5	75.6	11.7	20058	41305
Bronx County	New York	1332650	1385108	NA	28.4	20.7	89.1	17575	34264
Broome County	New York	200536	200600	8.5938334995015	15.5	66.6	31.8	24314	44457
Cattaraugus County	New York	83955	80317	11.9808633290586	16	73.4	16.8	20824	42466
Cayuga County	New York	81963	80026	7.10437857696249	12.1	71.8	22.2	22959	48415
Chautauqua County	New York	139750	134905	8.70153811941737	17.1	69.8	25.2	21033	40639
Chemung County	New York	91070	88830	8.19359450636046	15.2	68.1	25.8	23457	44502
Chenango County	New York	51401	50477	7.11743962596826	13.6	77.2	14.5	22036	43943
Clinton County	New York	79894	82128	7.6926870251315	13.3	70.3	20.9	22660	47489
Columbia County	New York	63094	63096	7.90210155952834	9.5	73.2	16.8	31844	55546
Cortland County	New York	48599	49336	6.21165072158262	14.1	66.3	30	22078	45338
Delaware County	New York	48055	47980	7.86479783243018	13.3	75.9	12.5	22928	42967
Dutchess County	New York	280150	297488	6.33084359705265	8.4	70.6	28.6	31642	69838
Erie County	New York	950265	919040	9.33807016016713	14	66.2	38.3	26378	47372
Essex County	New York	38851	39370	9.03680467360935	12.9	73	14.8	24390	45216
Franklin County	New York	51134	51599	7.75125486928041	14.4	72.6	16.5	19807	42050
Fulton County	New York	55073	55531	6.79101762979237	17.2	69.8	25	23147	43240
Genesee County	New York	60370	60079	7.54972619384477	11.7	73.7	21.9	24323	49750
Greene County	New York	48195	49221	6.95999674935495	13.2	73.6	17.2	23461	46235
Hamilton County	New York	5379	4836	8.93713813068652	9.5	81.8	3.8	29965	49557
Herkimer County	New York	64427	64519	7.07470667555294	12.8	71.6	21.5	21908	42318
Jefferson County	New York	111738	116229	26.3271902881381	14.4	57.2	29.4	21823	43410
Kings County	New York	2465326	2504700	31.7435792709706	22	30.3	85.7	23605	43567
Lewis County	New York	26944	27087	6.98338686454757	14.6	77.8	10	20970	42846
Livingston County	New York	64328	65393	6.03345923875644	11.9	75.7	17.2	22923	51690
Madison County	New York	69441	73442	5.76095422237956	9.8	76.1	16.6	24311	53345
Monroe County	New York	735343	744344	9.14914475027675	13.7	66.7	30.8	26999	51303
Montgomery County	New York	49708	50219	8.32617136940202	14.9	69.1	33.5	22347	42603
Nassau County	New York	1334544	1339532	8.49177772535483	5	82.1	20.9	41387	93613
New York County	New York	1537195	1585873	NA	17.8	22.8	98.5	59149	64971
Niagara County	New York	219846	216469	7.98583630912509	12.8	70.9	27.6	24224	45964
Oneida County	New York	235469	234878	9.53787923943494	14.9	67.9	31.2	23458	46708
Onondaga County	New York	458336	467026	10.0239815342187	13.6	66	33.1	27037	50676
Ontario County	New York	100224	107931	7.99435750618451	8.7	75.5	20.3	28950	56468
Orange County	New York	341367	372813	8.27149804325493	11.1	71.3	28.4	28944	69523
Orleans County	New York	44171	42883	6.36828113704731	12.1	76.7	16	20812	48063
Oswego County	New York	122377	122109	6.38152797910064	15.3	73.6	17.1	21604	45333
Otsego County	New York	61676	62259	7.35042323198252	14.9	72.5	17.3	22902	45268
Putnam County	New York	95745	99710	4.69616888978036	7	84.6	15	37915	89218
Queens County	New York	2229379	2230722	NA	13	45.5	71.4	25553	55291
Rensselaer County	New York	152538	159429	17.3775285550308	11.7	65.1	37	27457	54152
Richmond County	New York	443728	468730	NA	10.3	70.3	40.4	30843	71084
Rockland County	New York	286753	311687	6.41253886110104	11.3	71	31.6	34304	82534
St. Lawrence County	New York	111931	111944	8.05525977274351	16.9	71.7	17.1	20143	42303
Saratoga County	New York	200635	219607	5.07515698497771	6.4	73.8	23.7	32186	65100
Schenectady County	New York	146555	154727	11.3925882360545	11.1	69.2	37.6	27500	55188
Schoharie County	New York	31582	32749	6.9773733549116	11.4	77.4	13.6	25105	50864
Schuyler County	New York	19224	18343	7.12996783514147	8.3	79.1	8.5	22123	47404
Seneca County	New York	33342	35251	6.33184874187966	13.9	77.4	14.2	21818	46707
Steuben County	New York	98726	98990	9.02667946257198	13.5	72.9	17.6	23279	43867
Suffolk County	New York	1419369	1493350	7.88295978839522	5.7	81.4	14.3	35755	84506
Sullivan County	New York	73966	77547	9.02688692019034	16.6	67.5	17.4	23422	48103
Tioga County	New York	51784	51125	30.9664547677262	9.6	80	13.5	24596	51948
Tompkins County	New York	96501	101564	9.34005159308416	18.8	55	38.3	25737	48655
Ulster County	New York	177749	182493	6.77836958129901	11.3	69.6	21.7	28954	57584
Warren County	New York	63303	65707	7.56715418448567	10	68.5	22.1	27744	51619
Washington County	New York	61042	63216	6.5024993672488	11.5	74	17.3	22347	48327
Wayne County	New York	93765	93772	7.22690142046666	11.1	76.3	17.9	24092	52562
Westchester County	New York	923459	949113	7.35849788170639	8.2	62.7	49.4	47814	79619
Wyoming County	New York	43424	42155	6.96176017079824	10.9	76.3	15.4	20605	50075
Yates County	New York	24621	25348	6.84543159223607	14.7	78.2	11.3	23255	46822
Alamance County	North Carolina	130800	151131	6.12396530162574	16.3	68.1	17.1	22819	44167
Alexander County	North Carolina	33603	37198	5.09651056508414	15	79.9	2.2	20716	40014
Alleghany County	North Carolina	10677	11155	9.16620349619005	26.2	74	6.2	18919	30845
Anson County	North Carolina	25275	26948	8.79853792489238	20.5	71	4.9	16856	34745
Ashe County	North Carolina	24384	27281	8.69575895311755	17.8	79.2	4.4	20350	34538
Avery County	North Carolina	17167	17797	8.41950890599539	18.1	72.8	18.1	23465	34918
Beaufort County	North Carolina	44958	47759	10.4019975292615	17.2	73.4	9.2	22728	40653
Bertie County	North Carolina	19773	21282	11.009021708486	23.3	76.9	2.2	17614	29110
Bladen County	North Carolina	32278	35190	8.95254333617505	24.1	69	5.5	17890	30471
Brunswick County	North Carolina	73143	107431	7.97311762898977	13.5	77.5	9.3	26315	45806
Buncombe County	North Carolina	206330	238318	8.40700240854656	14.7	67.6	16.8	25665	44190
Burke County	North Carolina	89148	90912	6.34733588525167	17.3	74.1	9.1	19220	37139
Cabarrus County	North Carolina	131063	178011	4.95167152591694	11.3	73.3	12.9	26165	53928
Caldwell County	North Carolina	77415	83029	6.09436461959075	16.2	75.6	9.4	19686	37261
Camden County	North Carolina	6885	9980	7.67394789579158	9.3	85.1	1.3	25544	61091
Carteret County	North Carolina	59383	66469	8.49656230724097	12.2	73.5	17.9	26791	46155
Caswell County	North Carolina	23501	23719	7.6006577005776	21.7	75.2	3.4	17814	36927
Catawba County	North Carolina	141685	154358	5.90718330115705	12.5	71.8	16	22969	43484
Chatham County	North Carolina	49329	63505	4.85505078340288	12.2	79.1	7.1	29991	56038
Cherokee County	North Carolina	24298	27444	9.23553417869115	13.2	83.2	4.3	20747	38144
Chowan County	North Carolina	14526	14793	9.54850267018184	17.4	68.4	10.2	20900	36761
Clay County	North Carolina	8775	10587	9.12487012373666	21.4	83.3	4.2	20474	35109
Cleveland County	North Carolina	96287	98078	7.47859866636758	19.4	68.9	10.4	19284	38208
Columbus County	North Carolina	54749	58098	10.1318978278082	21.4	72	5.8	18784	35421
Craven County	North Carolina	91436	103505	14.4051301869475	16	63.5	15.8	24591	44599
Cumberland County	North Carolina	302963	319431	31.1936380626802	16.6	58.4	20.2	22285	43834
Currituck County	North Carolina	18190	23547	9.79424130462479	8.5	82.3	1.8	26083	55376
Dare County	North Carolina	29967	33920	6.990625	10.5	71.3	10	30327	53889
Davidson County	North Carolina	147246	162878	4.97776249708371	14.5	73.2	10.4	22268	44249
Davie County	North Carolina	34835	41240	6.32701260911736	12.2	83.5	5	26139	49727
Duplin County	North Carolina	49063	58505	7.52104948295018	23.7	70.6	5.8	16693	32816
Durham County	North Carolina	223314	267587	13.9868267143023	16.1	55.6	35	27503	49894
Edgecombe County	North Carolina	55606	56552	9.00857617767718	22.3	62.9	14	16747	32665
Forsyth County	North Carolina	306067	350670	7.23216129124248	15.3	65.9	25.5	26213	46749
Franklin County	North Carolina	47260	60619	5.70482851911117	15	77.8	3.2	21331	43710
Gaston County	North Carolina	190365	206086	6.25765942373572	16.6	69.5	12.3	22305	43253
Gates County	North Carolina	10516	12197	7.65376731983275	20.5	81.6	0	19893	45682
Graham County	North Carolina	7993	8861	8.50908475341384	19.5	77.9	5.5	17825	28447
Granville County	North Carolina	48498	59916	7.26054810067428	11.9	75.8	9	21733	48210
Greene County	North Carolina	18974	21362	6.10616983428518	18.4	70.3	3.4	17362	41488
Guilford County	North Carolina	421048	488406	7.17468663366134	15.9	62.9	27.1	26267	45676
Halifax County	North Carolina	57370	54691	11.5896948309594	23.8	64	9.2	17223	30439
Harnett County	North Carolina	91025	114678	5.6675125132981	16.5	67.4	8.1	19274	42853
Haywood County	North Carolina	54033	59036	8.32847753912867	12.3	75.2	6.7	24233	41377
Henderson County	North Carolina	89173	106740	7.69929735806633	12.7	76.8	9.3	26061	46446
Hertford County	North Carolina	22601	24669	11.044671449998	24.1	65.9	9.8	17002	30878
Hoke County	North Carolina	33646	46952	4.84130601465326	21.2	72.4	5.2	17630	42927
Hyde County	North Carolina	5826	5810	12.1363166953528	20.4	82.6	5.5	14992	38265
Iredell County	North Carolina	122660	159437	5.5179098954446	12.4	74.7	11	25610	48962
Jackson County	North Carolina	33121	40271	5.99634973057535	20.4	66.3	10.5	20228	37190
Johnston County	North Carolina	121965	168878	5.12861947678206	15.1	73.2	6.6	22437	49745
Jones County	North Carolina	10381	10153	10.886929971437	16.8	72.1	3.2	20066	38354
Lee County	North Carolina	49040	57866	7.62058894687727	15	70.4	14.8	21061	44120
Lenoir County	North Carolina	59648	59495	12.5295739137743	22.7	62.3	14.9	19017	33625
Lincoln County	North Carolina	63780	78265	4.81438701846291	13.8	76.2	8.4	23560	47450
McDowell County	North Carolina	42151	44996	6.88041159214152	17.9	72.6	7	18798	34953
Macon County	North Carolina	29811	33922	8.81380814810447	16.9	76.8	6.9	26156	38615
Madison County	North Carolina	19635	20764	9.39525139664804	16.9	76.8	5.9	18792	38580
Martin County	North Carolina	25593	24505	10.8679453172822	23.4	70	7.1	18728	34766
Mecklenburg County	North Carolina	695454	919628	4.95937487766793	12.5	62.6	30.3	31848	55294
Mitchell County	North Carolina	15687	15579	10.157327171192	16.8	75	8.6	18804	32743
Montgomery County	North Carolina	26822	27798	7.39035182387222	23.2	74.7	4.2	18618	33861
Moore County	North Carolina	74769	88247	8.19200652713407	12.9	76.3	11.2	25786	48319
Nash County	North Carolina	87420	95840	7.76758138564274	14.1	63.7	14.7	23909	44499
New Hanover County	North Carolina	160307	202667	6.93689155116521	15.4	61.4	26.7	29363	48553
Northampton County	North Carolina	22086	22099	12.6854156296665	21.7	74.8	4	17128	30578
Onslow County	North Carolina	150355	177772	14.7390252683212	13.8	56.6	12.3	21048	43561
Orange County	North Carolina	118227	133801	12.0948273929193	16.3	60.6	29.4	32912	52981
Pamlico County	North Carolina	12934	13144	9.18723371880706	10.7	81.6	2	23320	40561
Pasquotank County	North Carolina	34897	40661	11.7202479033964	18.1	66.4	15.4	21736	44085
Pender County	North Carolina	41082	52217	6.34145967788268	14.8	80.6	6.3	22872	44338
Perquimans County	North Carolina	11368	13453	9.61978740801308	18	77.2	3.7	22085	43041
Person County	North Carolina	35623	39464	7.18556152442733	16	73.9	5.8	21848	44668
Pitt County	North Carolina	133798	168148	6.23391298142113	23.9	55.3	34.8	21935	38592
Polk County	North Carolina	18324	20510	7.4611409068747	12.9	77.9	10.1	24008	43692
Randolph County	North Carolina	130454	141752	5.31524070207122	17.2	73.6	10.1	21297	40346
Richmond County	North Carolina	46564	46639	9.32742983340123	25.2	70.7	8.4	17692	30439
Robeson County	North Carolina	123339	134168	8.51533897799773	30.2	67.2	8.6	15321	29667
Rockingham County	North Carolina	91928	93643	7.68982198349049	15.6	72.1	9.6	20801	39231
Rowan County	North Carolina	130340	138428	7.60446585950819	16.3	71.4	11.3	21525	43596
Rutherford County	North Carolina	62899	67810	7.14300250700487	20.7	71.8	7.1	18961	35364
Sampson County	North Carolina	60161	63431	7.81461745834056	20.4	68.5	5.7	19086	35740
Scotland County	North Carolina	35998	36157	9.58685731670216	29.5	64.7	12.1	16297	29368
Stanly County	North Carolina	58100	60585	6.49598085334654	12.7	76.9	7.3	21139	44802
Stokes County	North Carolina	44711	47401	5.59739246007468	12.2	81.8	4.4	20852	42689
Surry County	North Carolina	71219	73673	7.59188576547718	16.9	74.3	7.5	20541	37294
Swain County	North Carolina	12968	13981	12.4948143909592	22.4	77.5	7.2	19297	35071
Transylvania County	North Carolina	29334	33090	7.95902085222122	14	76.6	5.7	23939	39408
Tyrrell County	North Carolina	4149	4407	10.4874063989108	21.9	76.5	9	15812	32215
Union County	North Carolina	123677	201292	3.30603799455517	8.5	82	6.4	28596	63386
Vance County	North Carolina	42954	45422	9.00154110343006	27.5	65.2	9.6	17622	34025
Wake County	North Carolina	627846	900993	9.04164960216117	9.7	66.2	26.7	32592	63770
Warren County	North Carolina	19972	20972	8.78104138851802	27	75.3	3.3	17838	30641
Washington County	North Carolina	13723	13228	9.81471121862715	24.8	70.4	6.9	16982	32716
Watauga County	North Carolina	42695	51079	5.85708412459132	24.8	54.1	28.1	20961	31967
Wayne County	North Carolina	113329	122623	11.5111602227967	18.6	64.3	12.1	20446	41224
Wilkes County	North Carolina	65632	69340	7.29963945774445	19.2	74.3	7.6	19406	33438
Wilson County	North Carolina	73814	81234	8.33110520225521	21	61.8	20	20691	38596
Yadkin County	North Carolina	36348	38406	6.62651669010051	14.7	78.2	3.6	20379	39807
Yancey County	North Carolina	17774	17818	9.1712313390953	18.1	78.3	8.1	18576	35703
Adams County	North Dakota	2593	2343	18.7323943661972	10.6	67.8	20.8	20118	35966
